,CPU,MRP
1046,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1047,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1048,Intel I5 3570K 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,850"
1049,KAVTRON 3.5 GHz LGA 1150 4th Gen Processor in-tel Core i3-4150 3.5Ghz for H81 Motherboard LGA-1150 Processor,"₹3,400"
1050,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1051,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1052,WDNET 3.2 GHz LGA 1155 INTEL CORE i3 3RD GEN PROCESSOR Processor,"₹1,800"
1053,amd ThreadRipper 1900X 3.8 Upto 4 AM4 Socket 8 Cores 16 Threads 4 L2 Workstation Processor,"₹66,000"
1054,Intel G3240 4th Generation LGA 1150 3.1 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,092"
1055,EXPERTRONICS 2.93 GHz LGA 775 Core 2 Duo 2.93 Processor,₹425
1056,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1057,Intel I3 4130 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹1,350"
1058,PROCESSORE 3.1 GHz LGA 1155 i5 2nd gen i5 2400 Processor,"₹2,000"
1059,DTech Pentium 3 GHz LGA 1155 G2030 Processor,₹549
1060,Dtech 2.9 GHz LGA 1155 G645 Processor,₹399
1061,GIGASTAR 2.5 GHz LGA 1150 i5-2nd gen-2400 Processor,"₹1,990"
1062,Dtech 3 GHz LGA 775 E5700 Processor,₹399
1063,Dtech 2.9 GHz LGA 1155 G2020 Processor,₹449
1064,Intel I5-3470 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,755"
1065,Intel G3260 4Th Generation 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,263"
1066,srigs 3.2 GHz LGA 1151 i7 8700 Processor,"₹16,999"
1067,WHO 1333 GHz LGA 1150 775 E-8400 Processor Processor,₹599
1068,"Intel G2130(Dual core ,3.2GHz ,LGA1155) 3.2 GHz LGA 1155 Socket 2 Cores Desktop Processor","₹1,187"
1069,GIGASTAR 2 GHz LGA 1150 i5-4th gen-4590 Processor,"₹2,899"
1070,"LAPTECH WORLD 3 GHz LGA 1155 Processor intel I5, 3rd Gen 3330, 3370 Processor","₹2,200"
1071,Intel G3250T 4th Generation LGA 1150 2.8 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,092"
1072,amd Ryzen7 7800X 3D 4.2 GHz AM5 Socket 8 Cores Desktop Processor,"₹45,799"
1073,Intel Dual Core 4Th Gen G3420 3.2 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,140"
1074,Intel G3250 4th Generation 3.2 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,234"
1075,Intel Core i7-10700 2.9 GHz Upto 4.8 GHz LGA 1200 Socket 8 Cores 16 Threads 16 MB Smart Cache Desktop Processor,"₹26,435"
1076,Intel i5-11600K 3.9 GHz Upto 3.9 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹23,999"
1077,ERH India 100 GHz AM2 1 Pc Induction Cooling Fan Small Processor,₹299
1078,Intel Core i3-3220 ( 3RD Genaretion ) 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,662"
1079,Intel G630 2.7 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,499"
1080,Arko 3.06 GHz LGA 1156 Intel Core i3-540 3.06 GHz (Refurbished) Processor,"₹1,519"
1081,wnd 3.3 GHz LGA 1155 Intel 3rd Generation Core i3 3220 3.3 GHz Processor,₹733
1082,Intel Core i3 4150 3.5 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,898"
1083,GIG SN 3.5 GHz LGA 1200 I5 11400f Processor,"₹20,000"
1084,Intel Core i5-4570T (4TH Generation) 6MB Cache 2.9 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,400"
1085,Intel I3 6100T 3.2 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹6,500"
1086,Intel Core i3-4130T 2.9 GHz LGA 1150 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹4,180"
1087,Intel Pentium G4400 3.3 GHz LGA 1150 Socket 2 Cores 2 Threads 3 MB Smart Cache Desktop Processor,"₹3,390"
1088,Intel i5-3470T (3RD Gen) 2.9 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹2,900"
1089,Intel 4th Generation 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,350"
1090,Intel E2160 3 GHz LGA 775 Socket 2 Cores Desktop Processor,"₹1,300"
1091,KAVTRON 3.1 GHz LGA 1155 KAV-INT-2100 Processor,"₹1,799"
1092,KAVTRON 3.7 GHz LGA 1150 KAV-INT-4170 Processor,"₹5,999"
1093,AQBP 2.9 GHz LGA 1156 Intel Core I3 530 2.93 GHz LGA 1156 Socket 4 Cores Desktop Processor (Silver) Processor,"₹1,050"
1094,Dtech 3.3 GHz LGA 1150 G4400 Processor,"₹2,500"
1095,Intel LGA 1150 4th Gen 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,450"
1096,Intel I3 540 3.06 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,350"
1097,Intel Dual Core G2020 2.9 GHz LGA 1155 Socket 2 Cores Desktop Processor,₹949
1098,"Dtech 2.8 GHz AM2+, AM3 AMD Sempron 145 Processor Processor",₹499
1099,wnd 850 GHz LGA 1155 Intel i3-2120 3.3 GHz 2 Cores Processor Processor,₹499
1100,ERH India 100 GHz AM2 1 Pc Induction Cooling Fan Small Processor,₹388
1101,Intel G4400 3.3 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹4,999"
1102,Intel Core i5-3550 ( 3RD GEN ) Quad-Core 6MB Cache 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,422"
1103,srigs 3.4 GHz LGA 1155 Intel Core i7-2600k (2nd Gen) Processor,"₹4,499"
1104,betaohm 3 GHz LGA 1155 I5 3rd genration with Rgb mousepad with 2 year warrenty all over india Processor,"₹2,099"
1105,Intel I3 2100 3.1 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,235"
1106,KAVTRON 3.3 GHz LGA 1155 2nd Gen Processor in-tel Core i3-2120 3.3Ghz for H61 Motherboard LGA-1155 Processor,"₹2,599"
1107,suryaasys 3.4 GHz LGA 1151 I7 6700 Processor,"₹9,000"
1108,Intel I3 550 3.2 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,412"
1109,Intel Core i5-3550P ( 3RD GEN ) Quad-Core 6MB Cache 3.1 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,422"
1110,suryaasys 3.8 GHz LGA 1151 Processor core i5 7500 Processor,"₹7,700"
1111,suryaasys 3.8 GHz LGA 1155 2600S Processor,"₹3,550"
1112,srigs 3.3 GHz LGA 1155 Intel Core i3-3200 (3rd Gen) Processor,₹815
1113,ERH India 100 GHz AM2 1 Pc Induction Cooling Fan Big Processor,₹229
1114,Dtech 3.3 GHz LGA 1151 G4400 3.30Ghz Pentium LGA1151 6th Gen Processor,"₹1,399"
1115,srigs 3.2 GHz LGA 1151 intel core i7 8700 Processor,"₹16,499"
1116,Intel core I5 2500k 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,600"
1117,Intel i3-2120 3.3 GHz LGA 1155 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹1,303"
1118,processsor Ultra 3 GHz LGA 1150 Core i3 4150t Processor,"₹1,615"
1119,MD Tech 2.9 GHz LGA 2011-v3 e5-2697 v2 (Used) Processor,"₹7,999"
1120,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1121,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1122,processsor Ultra 3.5 GHz LGA 1150 Intel Core i3 4150 3.5Ghz 4th generation Processor,₹760
1123,GIGASTAR 3.4 GHz LGA 1155 Intel i5-3570K For H61 Motherboard 3rd Generation Processor,"₹1,890"
1124,Intel i5-12400F 4.4 GHz Upto 4.4 GHz LGA1700 Socket 6 Cores 12 Threads Desktop Processor,"₹13,008"
1125,amd Ryzen 5 5600G 3.9 GHz Upto 4.4 GHz AM4 Socket 6 Cores 12 Threads 3 kB L2 16 kB L3 Desktop Processor,"₹12,499"
1126,betaohm 3.4 GHz LGA 1155 Intel Core i5 3570 3rd Generation Processor Excellent Performance Processor Processor,"₹1,630"
1127,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
1128,GIGASTAR 3.4 GHz LGA 1155 INTEL CORE I5-3570 Processor,"₹1,630"
1129,Intel i3-10105F 3.7 GHz Upto 3.7 GHz LGA 1200 Socket 4 Cores 8 Threads Desktop Processor,"₹7,099"
1130,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1131,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1132,Intel Core i3-10100 3.6 GHz Upto 4.3 GHz LGA 1200 Socket 4 Cores 8 Threads 6 MB Smart Cache Desktop Processor,"₹9,599"
1133,amd Ryzen 3 3200G with Radeon Vega 8 Graphics (YD3200C5FHBOX) 3.6 Ghz Upto 4 GHz AM4 Socket 4 Cores 4 Threads 2 MB L2 4 MB L3 Desktop Processor,"₹7,916"
1134,Intel I5 3570 3.8 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,044"
1135,amd Ryzen 5 7600X 4.7 GHz Upto 5.3 GHz AM5 Socket 6 Cores 12 Threads Desktop Processor,"₹23,890"
1136,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1137,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1138,processsor Ultra 3.4 GHz LGA 1155 Core i3 3240 Processor 3rd generation For H61 Motherboard (refurbished) Processor,₹790
1139,Intel i5-13600K 2.6 GHz LGA1700 Socket 6 Cores Desktop Processor,"₹28,900"
1140,Intel i5 3570 3.4 GHz Upto 4 GHz LGA 1155 Socket 4 Cores 4 Threads 8 MB Smart Cache Desktop Processor,"₹3,339"
1141,betaohm 3.7 GHz LGA 1151 Intel Core i3-6100 6th Generation 3.7 GHz LGA 1151 Socket 2 Cores 4 Threads 3 MB Processor,"₹1,940"
1142,Intel i3-12100F 4.3 GHz Upto 4.3 GHz LGA1700 Socket 4 Cores 8 Threads Desktop Processor,"₹8,626"
1143,amd Ryzen 7 5700G 3.8 GHz Upto 4.6 GHz AM4 Socket 8 Cores 16 Threads 4 kB L2 16 kB L3 Desktop Processor,"₹18,699"
1144,Intel I7 3770 3.9 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹4,790"
1145,Intel I7 3770 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹4,495"
1146,Intel I7 3770 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹4,949"
1147,amd Ryzen 7 5800X 3.8 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹23,499"
1148,Intel Core i5-2500K 3.3 GHz Upto 3.7 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,300"
1149,amd Ryzen 5 5600 3.5 GHz Upto 4.4 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹15,799"
1150,Intel Core i5-3570 3.4 GHz Upto 3.8 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,496"
1151,Intel Core i5-4570 (4TH Gen) Quad-Core 6MB Cache 3.2 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,397"
1152,amd Ryzen 5 5500 3.6 GHz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹11,796"
1153,Intel i5 4570 3.3 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹3,148"
1154,Intel i7-12700F 4.9 GHz Upto 4.9 GHz LGA1700 Socket 12 Cores 20 Threads Desktop Processor,"₹27,399"
1155,Intel I7-11700F 4.9 GHz Upto 4.9 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹26,518"
1156,Intel I5 3570 3.8 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,790"
1157,Intel Core i3 10th Gen 10100f 3.6 GHz LGA 1200 Socket 4 Cores Desktop Processor,"₹7,940"
1158,processsor Ultra 3.1 GHz LGA 1155 Core i3 2nd Generation Support H61 Motherboards Processor,₹466
1159,Intel I5-4590(4Th Gen) 6 MB Cache 3.3 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹3,372"
1160,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1161,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
1162,wnd 3.4 GHz LGA 1155 Intel Core i5-2400 Processor,₹999
1163,Intel i5-12600K 4.9 GHz Upto 4.9 GHz LGA1700 Socket 10 Cores 16 Threads Desktop Processor,"₹27,499"
1164,Intel i3-10105 4.4 GHz Upto 4.4 GHz LGA 1200 Socket 4 Cores 8 Threads Desktop Processor,"₹9,999"
1165,Intel Core i3-3240 3.4 GHz LGA 1155 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹1,699"
1166,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1167,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1168,Intel i9-12900 5.1 GHz Upto 5.1 GHz LGA1700 Socket 16 Cores 24 Threads Desktop Processor,"₹47,999"
1169,Intel core I5 3rd Gen 3570 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,500"
1170,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1171,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1172,Intel i5 650 LGA 1156 3.2 GHz LGA 1156 Socket 2 Cores Desktop Processor,"₹1,900"
1173,GIGASTAR 3.4 GHz LGA 1155 Intel i3 (3240) 3rd Gen Processor for H61 Chipset Processor,₹800
1174,Intel Core i9-10850K 3.6 GHz Upto 5.2 GHz LGA 1200 Socket 10 Cores 20 Threads 20 MB Smart Cache Desktop Processor,"₹37,957"
1175,Intel i3 (3220) 3rd Generation Processor for H61 Motherboards 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,709"
1176,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1177,amd RYZEN 5 5600 SERIES 5000 3.5 GHz AM4 Socket 6 Cores 3 MB L2 32 MB L3 Desktop Processor,"₹18,999"
1178,amd Ryzen 9 7950X 4.5 GHz Upto 5.7 GHz AM5 Socket 16 Cores 32 Threads Desktop Processor,"₹60,999"
1179,"Intel i5-4590S (4TH Gen) 6MB Cache, 3 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹2,660"
1180,amd Ryzen 7 5700X 3.4 GHz Upto 4.6 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹19,656"
1181,PROCESSORE 3.1 GHz LGA 1155 intel core i5 2400 2nd gen Processor,"₹1,015"
1182,Teratech 2200 GHz LGA 775 Heatsink Processor,₹349
1183,amd Ryzen 7 7700X 4.5 GHz Upto 5.4 GHz AM5 Socket 8 Cores 16 Threads Desktop Processor,"₹32,990"
1184,"Intel i5-4460 ( 4Th Generation ) 6 MB Smart Cache, 3.2 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹3,150"
1185,"Intel i5-4590T (4TH Gen) 6MB Cache, 2 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹2,900"
1186,Intel Core i5 3470 3.6 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,700"
1187,Intel Pentium Gold G6400 4 GHz LGA 1200 Socket 2 Cores 4 Threads 4 MB Smart Cache Desktop Processor,"₹6,399"
1188,Intel I7 4770 3.4 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹6,150"
1189,Intel Core i5-4570S (4TH Gen) Quad-Core 6MB Cache 2.9 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,800"
1190,Intel Core i7-10700K 3.8 GHz Upto 5.1 GHz LGA 1200 Socket 8 Cores 16 Threads 16 MB Smart Cache Desktop Processor,"₹28,499"
1191,Intel CORE I5 4590 ( 4TH GENERATION ) PROCESSOR 3.3 GHz Upto 3.7 GHz LGA 1150 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹3,100"
1192,Intel Core i5-10600K 4.1 GHz Upto 4.8 GHz LGA 1200 Socket 6 Cores 12 Threads 12 MB Smart Cache Desktop Processor,"₹22,499"
1193,Intel Core(TM) i7-10700F 2.9 GHz LGA 1200 Socket 8 Cores Desktop Processor,"₹24,999"
1194,Intel i9-12900F 5.1 GHz Upto 5.1 GHz LGA1700 Socket 16 Cores 24 Threads Desktop Processor,"₹46,999"
1195,Refurb 3.2 GHz LGA 1150 Corei5 4th Processor,"₹1,990"
1196,Intel Core i5-3470 3.2 GHz Upto 3.6 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,734"
1197,Intel I7-11700K 5 Ghz Upto 5 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹30,999"
1198,suryaasys 3.7 GHz LGA 1150 core i5 4590 Processor,"₹2,400"
1199,amd Ryzen 9 7900X 4.7 GHz Upto 5.6 GHz AM5 Socket 12 Cores 24 Threads Desktop Processor,"₹44,390"
1200,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1201,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
1202,Intel 3570 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,800"
1203,Intel G6405 4.1 GHz Upto 4.1 GHz LGA 1200 Socket 2 Cores 4 Threads Desktop Processor,"₹5,499"
1204,Intel Core i9-9980XE Extreme Edition 3 GHz Upto 4.4 GHz LGA 2066 Socket 18 Cores 36 Threads Desktop Processor,"₹79,999"
1205,Intel I9-12900KF 5.2 GHz Upto 5.2 GHz LGA1700 Socket 16 Cores 24 Threads Desktop Processor,"₹49,399"
1206,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1207,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1208,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1209,amd Ryzen 5 4500 3.6 GHz Upto 4.1 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹11,099"
1210,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1211,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1212,amd Ryzen� 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Cores 12 Threads 6 MB L2 32 MB L3 Desktop Processor,"₹22,790"
1213,Intel Core i9-10900X X-series 3.7 GHz LGA 2066 Socket 10 Cores Desktop Processor,"₹63,999"
1214,Intel i5 2500 3.7 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,575"
1215,GIGASTAR 3.2 GHz LGA 1156 Intel Core i5-650 For H55 Motherboard 1st Generation Processor,₹765
1216,Intel Core i5-4670 (4TH Gen) Quad-Core 6MB Cache 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,999"
1217,Intel Core i9-10900KF 3.7 GHz Upto 5.3 GHz LGA 1200 Socket 10 Cores 20 Threads 20 MB Smart Cache Desktop Processor,"₹42,999"
1218,PROCESSORE 3.2 GHz LGA 1150 I3 6TH 6100T Processor,"₹3,599"
1219,Intel I5-11500 4.6 GHz Upto 4.6 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹20,999"
1220,wnd 3.06 GHz LGA 775 Intel Core 2 Duo E7600/3.06/3M/1066 MHz Processor,₹410
1221,betaohm 2.6 GHz LGA 1155 Intel G620 Processor,₹359
1222,Intel Core i3-2120 3.3 GHz LGA 1155 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,₹800
1223,amd Ryzen 5 3500X 6 Cores & 6 Threads up to 4.1GHz 3.6 GHz Upto 4.1 GHz AM4 Socket 6 Cores 6 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹10,750"
1224,amd R7 3700X 3.6 GHz Upto 4.4 GHz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1225,Intel Core i9-10980XE Extreme Edition 3 GHz Upto 4.6 GHz LGA 2066 Socket 18 Cores 36 Threads 25 MB Smart Cache Desktop Processor,"₹87,370"
1226,Intel i9-10940X 4.6 GHz Upto 4.6 GHz LGA 2066 Socket 14 Cores 28 Threads Desktop Processor,"₹69,999"
1227,wnd 3.06 GHz LGA 1156 Intel Core i3-540 3.06 GHz Processor,₹999
1228,Intel i7-11700 2.5 GHz Upto 2.5 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹26,899"
1229,Intel I3-10100F LGA1200 3.6 GHz Upto 4.3 GHz LGA 1200 Socket 4 Cores 8 Threads 6 MB Smart Cache Desktop Processor,"₹6,998"
1230,Intel Core i7 7700 3.6 GHz LGA 1151 Socket 4 Cores Desktop Processor,"₹14,100"
1231,wnd 2.93 GHz LGA 775 Intel Core 2 Duo E7500/2.93/3M/1066 MHz Processor,₹399
1232,Intel CORE I5 2400 PROCESSOR ( 2ND GENERATION ) 3.1 GHz Upto 3.4 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,289"
1233,WDNET 3.4 GHz LGA 1151 INTEL CORE I5 6TH GEN PROCESSOR Processor,"₹6,499"
1234,Intel CORE I5 3470 PROCESSOR ( 3RD GENERATION ) 3.2 GHz Upto 3.6 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹3,209"
1235,MULTIHOB 3.2 GHz LGA 1155 i5 3470 3.20Ghz Processor,"₹1,699"
1236,KAVTRON 3 GHz LGA 775 intel Core2 Duo E8400 3.0Ghz G31/G35/G41/G45 Motherboard LGA775 6MB Processor Processor,₹699
1237,WDNET 3.3 GHz LGA 1155 INTEL CORE I3 4TH GEN PROCESSOR Processor,"₹2,999"
1238,amd Ryzen� 9 7900X 3D 4.4 GHz Upto 5.6 GHz AM5 Socket 12 Cores 24 Threads 12 MB L2 128 MB L3 Desktop Processor,"₹55,999"
1239,Intel I7 4790 4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹6,300"
1240,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
1241,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
1242,amd Ryzen� 9 7900X 3D 4.4 GHz Upto 5.6 GHz AM5 Socket 12 Cores 24 Threads 12 MB L2 128 MB L3 Desktop Processor,"₹55,999"
1243,Intel I7 4790 4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹6,300"
1244,"Intel i5-4670 ( 4Th Generation ) 6 MB Smart Cache, 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹2,950"
1245,Intel Core i3-540 3.06 GHz LGA 1156 Socket 2 Cores 4 Threads 4 MB Smart Cache Desktop Processor,"₹1,350"
1246,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
1247,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
1248,Intel Core i5 3570 Best Performance 3rd Generation 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,382"
1249,Gigatech 4 GHz LGA 1151 core i7 6th generation (OEM Tray) Desktop processor Processor,"₹11,316"
1250,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
1251,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
1252,"Intel Core 2 Duo (E8400) 6M Cache , 3 GHz LGA 775 Socket 2 Cores Desktop Processor","₹1,800"
1253,Intel I7-11700 4.9 GHz Upto 4.9 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹29,999"
1254,Intel I5 6500 3.2 GHz LGA 1151 Socket 4 Cores Desktop Processor,"₹5,200"
1255,Intel Core i3 2120 2nd Generation 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,249"
1256,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
1257,KAVTRON 3.4 GHz LGA 1155 3rd Gen Processor in-tel Core i3-3240 3.4Ghz for H71 or H61 Motherboard LGA-1155 Processor,"₹2,249"
1258,Intel i5-11400 4.4 GHz Upto 4.4 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹14,818"
1259,Intel i5-11400F 4.4 GHz Upto 2.6 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹13,000"
1260,betaohm 3.2 GHz LGA 1151 Intel Core I5-6500 3.2 GHz 4 Cores 4 Threads 6 MB Smart Cache Processor,"₹5,180"
